restaurant,feedback,NEUTRAL,POSITIVE,NEGATIVE
Вкусовой эпицентр,Быстрое обслуживание и вкусная кухня.,0.0,0.9819929599761963,0.0
Вкусовой эпицентр,Разнообразное меню и приятная атмосфера.,0.0,0.8447861075401306,0.0
Вкусовой эпицентр,Превосходное качество еды и порции великолепные.,0.0,0.9921368360519409,0.0
Вкусовой эпицентр,"Обязательно вернусь сюда снова, чтобы попробовать другие блюда.",0.0,0.6655706167221069,0.0
Вкусовой эпицентр,Приветливый персонал и отличные рекомендации.,0.0,0.9924426674842834,0.0
Вкусовой эпицентр,Здесь всегда уютно и комфортно.,0.0,0.9670772552490234,0.0
Вкусовой эпицентр,Идеальное место для особого случая или романтического ужина.,0.0,0.9667301177978516,0.0
Вкусовой эпицентр,Порадовало качество продуктов и необычные сочетания в меню.,0.0,0.6535528302192688,0.0
Вкусовой эпицентр,Цены соответствуют качеству и размеру порций.,0.5674582719802856,0.0,0.0
Вкусовой эпицентр,Прекрасное место для проведения деловых обедов и встреч с друзьями.,0.0,0.9914937019348145,0.0
Вкусовой эпицентр,Завтрак здесь просто потрясающий!,0.0,0.9879656434059143,0.0
Вкусовой эпицентр,Отличное сочетание вкусов и оригинальное оформление блюд.,0.0,0.9917804598808289,0.0
Вкусовой эпицентр,Рекомендую попробовать авторские коктейли!,0.0,0.9844931364059448,0.0
Вкусовой эпицентр,Уютный интерьер и мягкая музыка создают расслабляющую обстановку.,0.0,0.964749276638031,0.0
Вкусовой эпицентр,Приятное место для небольших групповых мероприятий.,0.0,0.973209798336029,0.0
Вкусовой эпицентр,Идеальное соотношение цены и качества.,0.0,0.988520085811615,0.0
Вкусовой эпицентр,"Отличное обслуживание, а также учтены все пожелания.",0.0,0.9947920441627502,0.0
Вкусовой эпицентр,Вкусные и сытные завтраки.,0.0,0.9941950440406799,0.0
Вкусовой эпицентр,Паста здесь просто невероятна!,0.0,0.5985121726989746,0.0
Вкусовой эпицентр,Свежие и качественные ингредиенты в каждом блюде.,0.0,0.9841777086257935,0.0
Вкусовой эпицентр,Приятная атмосфера для ужинов с семьей.,0.0,0.9914694428443909,0.0
Вкусовой эпицентр,Вежливый и профессиональный персонал.,0.0,0.9228255748748779,0.0
Вкусовой эпицентр,Рекомендую забронировать столик заранее.,0.0,0.8167378306388855,0.0
Вкусовой эпицентр,Интересные акции и специальные предложения.,0.0,0.7307027578353882,0.0
Вкусовой эпицентр,"Вкусные десерты, особенно торт ""Наполеон"".",0.0,0.9919448494911194,0.0
Вкусовой эпицентр,Удобное расположение и парковка поблизости.,0.0,0.8953365683555603,0.0
Вкусовой эпицентр,Большой выбор вегетарианской и веганской еды.,0.8360373377799988,0.0,0.0
Вкусовой эпицентр,Отличные закуски и аппетитные блюда.,0.0,0.9920158386230469,0.0
Вкусовой эпицентр,Разнообразие напитков и коктейлей.,0.8346961736679077,0.0,0.0
Вкусовой эпицентр,Отличный выбор блюд и прекрасный сервис!,0.0,0.989934504032135,0.0
Вкусовой эпицентр,Быстрое обслуживание и вкусная кухня.,0.0,0.9819929599761963,0.0
Вкусовой эпицентр,Разнообразное меню и приятная атмосфера.,0.0,0.8447861075401306,0.0
Вкусовой эпицентр,Превосходное качество еды и порции великолепные.,0.0,0.9921368360519409,0.0
Вкусовой эпицентр,"Обязательно вернусь сюда снова, чтобы попробовать другие блюда.",0.0,0.6655706167221069,0.0
Вкусовой эпицентр,Приветливый персонал и отличные рекомендации.,0.0,0.9924426674842834,0.0
Вкусовой эпицентр,Здесь всегда уютно и комфортно.,0.0,0.9670772552490234,0.0
Вкусовой эпицентр,Идеальное место для особого случая или романтического ужина.,0.0,0.9667301177978516,0.0
Вкусовой эпицентр,Порадовало качество продуктов и необычные сочетания в меню.,0.0,0.6535528302192688,0.0
Вкусовой эпицентр,Цены соответствуют качеству и размеру порций.,0.5674582719802856,0.0,0.0
Вкусовой эпицентр,Прекрасное место для проведения деловых обедов и встреч с друзьями.,0.0,0.9914937019348145,0.0
Вкусовой эпицентр,Завтрак здесь просто потрясающий!,0.0,0.9879656434059143,0.0
Вкусовой эпицентр,Отличное сочетание вкусов и оригинальное оформление блюд.,0.0,0.9917804598808289,0.0
Вкусовой эпицентр,Рекомендую попробовать авторские коктейли!,0.0,0.9844931364059448,0.0
Вкусовой эпицентр,Уютный интерьер и мягкая музыка создают расслабляющую обстановку.,0.0,0.964749276638031,0.0
Вкусовой эпицентр,Приятное место для небольших групповых мероприятий.,0.0,0.973209798336029,0.0
Вкусовой эпицентр,Идеальное соотношение цены и качества.,0.0,0.988520085811615,0.0
Вкусовой эпицентр,"Отличное обслуживание, а также учтены все пожелания.",0.0,0.9947920441627502,0.0
Вкусовой эпицентр,Вкусные и сытные завтраки.,0.0,0.9941950440406799,0.0
Вкусовой эпицентр,Паста здесь просто невероятна!,0.0,0.5985121726989746,0.0
Вкусовой эпицентр,Свежие и качественные ингредиенты в каждом блюде.,0.0,0.9841777086257935,0.0
Вкусовой эпицентр,Приятная атмосфера для ужинов с семьей.,0.0,0.9914694428443909,0.0
Вкусовой эпицентр,Вежливый и профессиональный персонал.,0.0,0.9228255748748779,0.0
Вкусовой эпицентр,Рекомендую забронировать столик заранее.,0.0,0.8167378306388855,0.0
Вкусовой эпицентр,Интересные акции и специальные предложения.,0.0,0.7307027578353882,0.0
Вкусовой эпицентр,"Вкусные десерты, особенно торт ""Наполеон"".",0.0,0.9919448494911194,0.0
Вкусовой эпицентр,Удобное расположение и парковка поблизости.,0.0,0.8953365683555603,0.0
Вкусовой эпицентр,Большой выбор вегетарианской и веганской еды.,0.8360373377799988,0.0,0.0
Вкусовой эпицентр,Отличные закуски и аппетитные блюда.,0.0,0.9920158386230469,0.0
Вкусовой эпицентр,Разнообразие напитков и коктейлей.,0.8346961736679077,0.0,0.0
Вкусовой эпицентр,Вежливое и внимательное отношение к мелочам.,0.0,0.9386293292045593,0.0
Вкусовой эпицентр,Отменное обслуживание и хорошая винная карта.,0.0,0.9895676970481873,0.0
Вкусовой эпицентр,"Место, где можно отдохнуть после долгой прогулки.",0.5541760921478271,0.0,0.0
Вкусовой эпицентр,Вкусное мороженое и оригинальный выбор вкусов.,0.0,0.993018388748169,0.0
Вкусовой эпицентр,Быстрое обслуживание в обеденное время.,0.0,0.6850280165672302,0.0
Вкусовой эпицентр,Интересный интерьер и дизайн.,0.0,0.9909839630126953,0.0
Вкусовой эпицентр,Уютный бар для неформальных встреч.,0.0,0.961073637008667,0.0
Вкусовой эпицентр,Большие порции и демократичные цены.,0.8031542301177979,0.0,0.0
Вкусовой эпицентр,Отличное место для романтического свидания.,0.0,0.9910721182823181,0.0
Вкусовой эпицентр,Рекомендую попробовать восточные специальности.,0.0,0.8123665452003479,0.0
Вкусовой эпицентр,Внимательность к деталям и гармония вкусов.,0.0,0.825731098651886,0.0
Вкусовой эпицентр,Отличная карта десертов и кофе.,0.0,0.9913302659988403,0.0
Вкусовой эпицентр,Невероятно вкусные суши и свежая рыба.,0.0,0.9912464022636414,0.0
Вкусовой эпицентр,Идеальное место для проведения детских праздников.,0.0,0.987194836139679,0.0
Вкусовой эпицентр,Внимательное отношение к аллергиям и пищевым предпочтениям.,0.0,0.6176811456680298,0.0
Вкусовой эпицентр,Впечатляющий выбор из разных кухонь мира.,0.0,0.9854835271835327,0.0
Вкусовой эпицентр,Дегустационное меню позволяет попробовать разнообразие блюд.,0.6666543483734131,0.0,0.0
Вкусовой эпицентр,Приятные скидки и акции для постоянных посетителей.,0.0,0.993409276008606,0.0
Вкусовой эпицентр,Здесь всегда чувствуется любовь к еде и гостям.,0.0,0.4802829623222351,0.0
Вкусовой эпицентр,Ужасное обслуживание и невкусная еда.,0.0,0.0,0.5256386995315552
Вкусовой эпицентр,Долгое ожидание и холодные блюда.,0.8639535307884216,0.0,0.0
Вкусовой эпицентр,Грязный интерьер и неприятный запах.,0.787142276763916,0.0,0.0
Вкусовой эпицентр,Очень высокие цены за низкое качество.,0.826792299747467,0.0,0.0
Вкусовой эпицентр,Неаккуратное оформление блюд и невнимательный персонал.,0.8037479519844055,0.0,0.0
Вкусовой эпицентр,Плохая координированность работы персонала.,0.8066749572753906,0.0,0.0
Вкусовой эпицентр,"Большие порции, но безвкусное и некачественное.",0.6405298113822937,0.0,0.0
Вкусовой эпицентр,Низкое качество обслуживания и некомпетентный персонал.,0.7236915230751038,0.0,0.0
Вкусовой эпицентр,Крайне долгое ожидание заказа и невнимательное обслуживание.,0.6483023762702942,0.0,0.0
Вкусовой эпицентр,Отсутствие атмосферы и неуютное место.,0.8794512748718262,0.0,0.0
Вкусовой эпицентр,Плохое соотношение цены и качества.,0.8098370432853699,0.0,0.0
Вкусовой эпицентр,Проблемы с гигиеной и несвежие продукты.,0.7509203553199768,0.0,0.0
Вкусовой эпицентр,Неуместная громкая музыка и шумная обстановка.,0.866386353969574,0.0,0.0
Вкусовой эпицентр,Необразованный и неотзывчивый персонал.,0.7206286191940308,0.0,0.0
Вкусовой эпицентр,Неумелая приготовление еды и неправильная подача блюд.,0.6936059594154358,0.0,0.0
Вкусовой эпицентр,Необщительный персонал и отсутствие внимания к клиентам.,0.7043442726135254,0.0,0.0
Вкусовой эпицентр,Постоянные изменения в меню без уведомления.,0.8093048930168152,0.0,0.0
Вкусовой эпицентр,Плохая акустика и шумные соседи.,0.7861106991767883,0.0,0.0
Вкусовой эпицентр,Отсутствие ассортимента для детей или вегетарианского меню.,0.8170799612998962,0.0,0.0
Вкусовой эпицентр,Хамское отношение и небрежное обращение с клиентами.,0.5455710887908936,0.0,0.0
Вкусовой эпицентр,Большие задержки в обслуживании и неготовность блюд.,0.8163989782333374,0.0,0.0
Вкусовой эпицентр,Недостаточное количество персонала для обслуживания клиентов.,0.8088120818138123,0.0,0.0
Вкусовой эпицентр,Невнимательность к деталям и непрофессионализм в обслуживании.,0.7841101288795471,0.0,0.0
Вкусовой эпицентр,Недостаточно удобные стулья и жарко внутри.,0.8963860273361206,0.0,0.0
Вкусовой эпицентр,Неинтересное меню и недостаточный выбор блюд.,0.8314063549041748,0.0,0.0
Вкусовой эпицентр,Неоригинальные и безвкусные коктейли.,0.6623179912567139,0.0,0.0
Вкусовой эпицентр,Плохое освещение вечером и неразборчивый музыкальный фон.,0.7906251549720764,0.0,0.0
Вкусовой эпицентр,Заказанные блюда не соответствуют описанию в меню.,0.0,0.0,0.6013060212135315
Вкусовой эпицентр,Неприятная атмосфера и низкая уровень комфорта.,0.8598796725273132,0.0,0.0
Вкусовой эпицентр,Недостаточная посуда и проблемы с приборами.,0.8415352702140808,0.0,0.0
Вкусовой эпицентр,Отсутствие вежливости и некорректное обращение с клиентами.,0.6499480605125427,0.0,0.0
Вкусовой эпицентр,Проблемы с оплатой и непрозрачность цен.,0.8144221305847168,0.0,0.0
Вкусовой эпицентр,Невозможность забронировать столик по телефону.,0.6604081988334656,0.0,0.0
Вкусовой эпицентр,Несвоевременное обслуживание и забывчивый персонал.,0.7230819463729858,0.0,0.0
Вкусовой эпицентр,Плохое качество напитков и незамеченные ошибки в заказе.,0.0,0.0,0.5051408410072327
Вкусовой эпицентр,Неточность в описании блюд и ложное обещание их качества.,0.5833008885383606,0.0,0.0
Вкусовой эпицентр,Отсутствие гибкости в изменении заказа и нежелание удовлетворить пожелания клиента.,0.5883322358131409,0.0,0.0
Вкусовой эпицентр,Необоснованно высокие цены на расходные материалы.,0.8233432769775391,0.0,0.0
Вкусовой эпицентр,Невежливые и грубые официанты.,0.8661984801292419,0.0,0.0
Вкусовой эпицентр,Приятное место с неплохой атмосферой.,0.0,0.9944392442703247,0.0
Вкусовой эпицентр,Разнообразное меню и хороший выбор напитков.,0.0,0.6965228915214539,0.0
Вкусовой эпицентр,Среднее качество обслуживания и еды.,0.8913425207138062,0.0,0.0
Вкусовой эпицентр,Стандартный интерьер и удобное расположение.,0.0,0.4864577054977417,0.0
Вкусовой эпицентр,Неплохое соотношение цены и качества.,0.0,0.7588276267051697,0.0
Вкусовой эпицентр,Обычная обстановка и умеренная громкость.,0.8494107127189636,0.0,0.0
Вкусовой эпицентр,Нормальные порции и приличное оформление блюд.,0.0,0.9887723326683044,0.0
Вкусовой эпицентр,"Продолжительное ожидание, но хорошо приготовленная еда.",0.0,0.5186284184455872,0.0
Вкусовой эпицентр,"Среднее количество персонала, но достаточное для обслуживания.",0.7394760251045227,0.0,0.0
Вкусовой эпицентр,"Без изысков, но неплохая кухня.",0.0,0.8838832378387451,0.0
Вкусовой эпицентр,Обычное меню и ничего особенного.,0.7756460309028625,0.0,0.0
Вкусовой эпицентр,Нормальные цены и удовлетворительное качество.,0.0,0.9699950218200684,0.0
Вкусовой эпицентр,"Стандартные блюда, ничего выдающегося.",0.7127474546432495,0.0,0.0
Вкусовой эпицентр,Обычное обслуживание и никаких проблем.,0.6728675365447998,0.0,0.0
Вкусовой эпицентр,Умеренная цена за стандартные блюда.,0.8569756150245667,0.0,0.0
Вкусовой эпицентр,"Незаметные ошибки в заказе, но ничего серьезного.",0.7490480542182922,0.0,0.0
Вкусовой эпицентр,Средний уровень комфорта и ничего особенного.,0.8737041354179382,0.0,0.0
Вкусовой эпицентр,Обычная атмосфера и простой интерьер.,0.0,0.6581040620803833,0.0
Вкусовой эпицентр,Умеренные порции и неплохой вкус.,0.0,0.49264058470726013,0.0
Вкусовой эпицентр,Стандартное предложение для детей и вегетарианцев.,0.6342194080352783,0.0,0.0
Вкусовой эпицентр,Обычная акустика и приемлемая громкость.,0.0,0.6128779053688049,0.0
Вкусовой эпицентр,Привычное разнообразие и стандартный выбор на меню.,0.0,0.7097139358520508,0.0
Вкусовой эпицентр,Умеренная гибкость в изменении заказа.,0.8538500666618347,0.0,0.0
Вкусовой эпицентр,"Никаких выдающихся особенностей, но нормальная еда.",0.0,0.5885863304138184,0.0
Вкусовой эпицентр,Стандартный уровень чистоты и порядка.,0.5819733142852783,0.0,0.0
Вкусовой эпицентр,Ненавязчивый персонал и нормальное обслуживание.,0.7548766732215881,0.0,0.0
Вкусовой эпицентр,Привычная меню и средняя атмосфера.,0.6033959984779358,0.0,0.0
Вкусовой эпицентр,"Ниже среднего уровня качества, но ничего слишком плохого.",0.7968750596046448,0.0,0.0
Вкусовой эпицентр,"Ниже среднего уровня цены, но неплохой выбор.",0.0,0.7319743633270264,0.0
Вкусовой эпицентр,Умеренная скорость обслуживания и ничего необычного.,0.8555894494056702,0.0,0.0
Вкусовой эпицентр,Стандартный уровень вежливости и профессионализма.,0.0,0.5837980508804321,0.0
Вкусовой эпицентр,"Нет никаких проблем, но и нет никаких особых впечатлений.",0.5592754483222961,0.0,0.0
Вкусовой эпицентр,Стандартный уровень внимания к клиентам и ничего более.,0.7244484424591064,0.0,0.0
Вкусовой эпицентр,Обычное качество напитков и нормальная цена.,0.6196242570877075,0.0,0.0
Вкусовой эпицентр,"Незаметные ошибки в приготовлении, но ничего серьезного.",0.7401009798049927,0.0,0.0
Вкусовой эпицентр,Умеренная гибкость при заказе и изменении блюд.,0.8503352403640747,0.0,0.0
Вкусовой эпицентр,"Ничего из ряда вон выходящего, просто обычное место.",0.7448936700820923,0.0,0.0
Вкусовой эпицентр,Нормальная пропорция цены и качества.,0.0,0.7681137323379517,0.0
Вкусовой эпицентр,Стандартное предложение для разных вкусов и предпочтений.,0.7509295344352722,0.0,0.0
Вкусовой эпицентр,Стандартный уровень персонала и обслуживания.,0.7369159460067749,0.0,0.0
Гастрономический сонат,Удивительное вкушение и элегантная атмосфера.,0.0,0.8923264145851135,0.0
Гастрономический сонат,Изысканные блюда и высокое качество продуктов.,0.0,0.9871045351028442,0.0
Гастрономический сонат,Превосходное обслуживание и внимание к деталям.,0.0,0.9930441975593567,0.0
Гастрономический сонат,Ресторан с безупречной репутацией и отличной кухней.,0.0,0.9943780303001404,0.0
Гастрономический сонат,Инновационные и креативные комбинации в меню.,0.0,0.9934705495834351,0.0
Гастрономический сонат,Восхитительное сочетание текстур и вкусовых ощущений.,0.0,0.9876683354377747,0.0
Гастрономический сонат,Профессиональный и дружелюбный персонал.,0.0,0.9823331236839294,0.0
Гастрономический сонат,"Эксклюзивные блюда, которые трудно найти где-либо еще.",0.5297883749008179,0.0,0.0
Гастрономический сонат,Романтическая обстановка и идеальное место для свидания.,0.0,0.9919112324714661,0.0
Гастрономический сонат,Богатая винная карта и экспертные рекомендации.,0.0,0.947302520275116,0.0
Гастрономический сонат,Незабываемые кулинарные композиции и гастрономические шедевры.,0.0,0.8669009804725647,0.0
Гастрономический сонат,"Яркие и стильные декорации, которые добавляют уюта.",0.0,0.9934582114219666,0.0
Гастрономический сонат,Великолепный вкус и изысканная презентация блюд.,0.0,0.9911764860153198,0.0
Гастрономический сонат,"Экстравагантные десерты, которые завораживают вас.",0.0,0.9893107414245605,0.0
Гастрономический сонат,"Место, в котором можно наслаждаться каждым кусочком.",0.0,0.7663927674293518,0.0
Гастрономический сонат,Удивительные дегустационные мероприятия и специальные события.,0.0,0.9836624264717102,0.0
Гастрономический сонат,Уникальное сочетание местной и международной кухни.,0.0,0.9812306761741638,0.0
Гастрономический сонат,Превосходное место для деловых обедов и встреч с друзьями.,0.0,0.9912711381912231,0.0
Гастрономический сонат,Отличное соотношение цены и качества.,0.0,0.9918644428253174,0.0
Гастрономический сонат,Интимная и привлекательная обстановка.,0.0,0.9043173789978027,0.0
Гастрономический сонат,Потрясающий выбор и разнообразие блюд.,0.0,0.9837903380393982,0.0
Гастрономический сонат,"Место, где кулинарное искусство встречается с музыкой.",0.6917964816093445,0.0,0.0
Гастрономический сонат,Роскошное меню и превосходный сервис.,0.0,0.9910469651222229,0.0
Гастрономический сонат,Уютные и комфортные залы с просторными столами.,0.0,0.9885125160217285,0.0
Гастрономический сонат,Вдохновляющий интерьер и эстетическое оформление.,0.0,0.9931989312171936,0.0
Гастрономический сонат,Качественный кофе и профессиональные баристы.,0.0,0.9885822534561157,0.0
Гастрономический сонат,Внимание к деталям и индивидуальный подход к гостям.,0.0,0.9187870025634766,0.0
Гастрономический сонат,"Кулинарное путешествие, приводящее к наслаждению.",0.0,0.5462507009506226,0.0
Гастрономический сонат,"Уникальные блюда, которые заставляют вас возвращаться.",0.0,0.9615702629089355,0.0
Гастрономический сонат,Впечатляющее и изысканное исполнение блюд.,0.0,0.9924477338790894,0.0
Гастрономический сонат,Нежные и сбалансированные сочетания вкусов.,0.8413838744163513,0.0,0.0
Гастрономический сонат,Профессиональные сомелье и разнообразие вин.,0.47082626819610596,0.0,0.0
Гастрономический сонат,"Вечеринки и тематические вечера, оживляющие вас.",0.0,0.8770706653594971,0.0
Гастрономический сонат,Настроение курорта и прекрасная обстановка.,0.0,0.922783613204956,0.0
Гастрономический сонат,Уютные и комфортные столики с прекрасным видом.,0.0,0.9939259886741638,0.0
Гастрономический сонат,Впечатляющая игра цвета и текстуры в блюдах.,0.0,0.9892059564590454,0.0
Гастрономический сонат,Радушные хозяева и внимательный персонал.,0.0,0.9882199764251709,0.0
Гастрономический сонат,Гурманский рай с привлекательными вариантами в меню.,0.0,0.486972838640213,0.0
Гастрономический сонат,Элегантное пространство и непринужденная атмосфера.,0.0,0.9002288579940796,0.0
Гастрономический сонат,"Большой выбор десертов, чтобы удовлетворить любую сладость.",0.7840145230293274,0.0,0.0
Гастрономический сонат,Ужасное обслуживание и некомпетентный персонал.,0.0,0.0,0.7138596773147583
Гастрономический сонат,Грязные столы и плохая гигиена в ресторане.,0.6925556063652039,0.0,0.0
Гастрономический сонат,Блюда были несвежими и безвкусными.,0.7630987763404846,0.0,0.0
